mode,cycles,mean_error,max_error,pair_rms,triad_rms,viable,mid,ultra,singular,deep,very_deep,ultra_deep,access,spread,rollbacks,waste,reopen_events,phase_switches,runtime,seed,trial
hybrid,650,0.006332916583866411,0.010617502817200412,0.0012692123226704147,0.004050183961421547,8,8,8,8,7,2,0,0.6457921660196879,0.08535125538574667,0,0.0,433,195,0.2818217000021832,20460640,32
hybrid,650,0.005506937025117991,0.007059346884778114,0.0015875572067821117,0.0027354095703245856,8,8,8,8,8,3,0,0.6447895810598905,0.08729975592980861,0,0.0,363,131,0.2561381999985315,20460641,33
hybrid,650,0.005421119109566075,0.005980097925535557,0.0017213634669917565,0.002935216495076198,8,8,8,8,8,2,0,0.6441748398776902,0.08599499372974051,0,0.0,329,143,0.2599666000023717,20460642,34
hybrid,650,0.005751417725344641,0.007404257442161252,0.002392463714609033,0.0015736617640189608,8,8,8,8,8,2,0,0.6461573850861863,0.086433054432337,0,0.0,291,140,0.2680599000013899,20460643,35
hybrid,650,0.005412028949143963,0.007135162829083256,0.0025725603261382885,0.002771277532737966,8,8,8,8,8,3,0,0.6447930377583109,0.08679402170514176,0,0.0,224,207,0.26369949999207165,20460644,36
hybrid,650,0.005700005928467742,0.007332769019282375,0.0022045844608590557,0.0011970796677472238,8,8,8,8,8,3,0,0.6451965264260888,0.08540459100196307,0,0.0,369,154,0.26162530000146944,20460645,37
hybrid,650,0.005154178387234403,0.00590350404872947,0.0025198201805935946,0.0019059308004843348,8,8,8,8,8,3,0,0.6434390689554772,0.08562068967182601,0,0.0,232,115,0.26188839999667834,20460646,38
hybrid,650,0.005831604124877847,0.008688055165536722,0.0017582455639337396,0.001505922202350974,8,8,8,8,8,2,0,0.6433003668662775,0.0849903407433556,0,0.0,302,143,0.25305859999207314,20460647,39
hybrid,650,0.00570563760738735,0.007244798348630543,0.0020906531781063006,0.0031809333942290495,8,8,8,8,8,1,0,0.6460154220054948,0.08599177396635589,0,0.0,377,179,0.27172710000013467,20460648,40
hybrid,650,0.005804923404671726,0.007684584974140635,0.0024425978782300576,0.002530581647077742,8,8,8,8,8,3,0,0.6454336325784491,0.08598291000772408,0,0.0,355,202,0.34830199999851175,20460649,41
hybrid,650,0.005694082755183853,0.007940366689738151,0.0022630282264428743,0.0018651426312777657,8,8,8,8,8,4,0,0.6452789539994335,0.08598884478568629,0,0.0,336,165,0.2662486000044737,20460650,42
hybrid,650,0.005369723124240341,0.006311954522156665,0.002144225002587047,0.0028007095744422648,8,8,8,8,8,3,0,0.6469209642027941,0.08729534770983254,0,0.0,319,191,0.3057581999892136,20460651,43
hybrid,650,0.005482866261684642,0.006953490649158019,0.003405117615032058,0.0021154099944672563,8,8,8,8,8,4,0,0.6430052593588886,0.08657427055976352,0,0.0,289,163,0.2614887999952771,20460652,44
hybrid,650,0.005955937365768661,0.008913508684184805,0.001713164096956983,0.002026664170414071,8,8,8,8,8,1,0,0.6450188717944041,0.08605289979933034,0,0.0,386,199,0.2575679999863496,20460653,45
hybrid,650,0.005249297571915354,0.005978422944215231,0.0028241573022990143,0.0023539003830114202,8,8,8,8,8,3,0,0.6439193462111232,0.08708307903299368,0,0.0,342,101,0.26012920000357553,20460654,46
hybrid,650,0.005317114518336834,0.0061970198512860215,0.0030404298366256202,0.001312705343706475,8,8,8,8,8,4,0,0.6458859138846963,0.08589067190604259,0,0.0,256,196,0.27147079999849666,20460655,47
hybrid,650,0.005471006586569391,0.006525965810625454,0.0024864991584639313,0.002321317663741901,8,8,8,8,8,4,0,0.6447516938897349,0.08496596030971104,0,0.0,327,162,0.2555131999979494,20460656,48
hybrid,650,0.006743886375583442,0.008351632038052559,0.001773281772113758,0.005159580773796035,8,8,8,8,8,1,0,0.646199502163723,0.08763459757425306,0,0.0,375,182,0.2772207999951206,20460657,49
hybrid,650,0.005757211784224832,0.007757522619656498,0.0023048033145574524,0.0023096603482141865,8,8,8,8,8,2,0,0.6448264326754163,0.08616126467370737,0,0.0,270,211,0.25532760001078714,20460658,50
